,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
1086,"Wed, Mar 27, 2024",8:00p,Houston Rockets,132.0,Oklahoma City Thunder,126.0,Box Score,OT,"17,438",Paycom Center,
1087,"Wed, Mar 27, 2024",9:00p,San Antonio Spurs,118.0,Utah Jazz,111.0,Box Score,,"18,206",Delta Center,
1088,"Wed, Mar 27, 2024",10:00p,Phoenix Suns,104.0,Denver Nuggets,97.0,Box Score,,"19,827",Ball Arena,
1089,"Thu, Mar 28, 2024",7:30p,Boston Celtics,122.0,Atlanta Hawks,123.0,Box Score,OT,"17,743",State Farm Arena,
1090,"Thu, Mar 28, 2024",8:00p,Milwaukee Bucks,100.0,New Orleans Pelicans,107.0,Box Score,,"17,484",Smoothie King Center,
1091,"Fri, Mar 29, 2024",7:00p,Golden State Warriors,115.0,Charlotte Hornets,97.0,Box Score,,"19,487",Spectrum Center,
1092,"Fri, Mar 29, 2024",7:00p,Los Angeles Lakers,90.0,Indiana Pacers,109.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1093,"Fri, Mar 29, 2024",7:00p,Los Angeles Clippers,100.0,Orlando Magic,97.0,Box Score,,"19,452",Kia Center,
1094,"Fri, Mar 29, 2024",7:00p,Detroit Pistons,96.0,Washington Wizards,87.0,Box Score,,"15,023",Capital One Arena,
1095,"Fri, Mar 29, 2024",7:30p,Chicago Bulls,108.0,Brooklyn Nets,125.0,Box Score,,"17,894",Barclays Center,
1096,"Fri, Mar 29, 2024",7:30p,Philadelphia 76ers,114.0,Cleveland Cavaliers,117.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1097,"Fri, Mar 29, 2024",8:00p,Portland Trail Blazers,82.0,Miami Heat,142.0,Box Score,,"19,839",Kaseya Center,
1098,"Fri, Mar 29, 2024",8:00p,Phoenix Suns,103.0,Oklahoma City Thunder,128.0,Box Score,,"18,203",Paycom Center,
1099,"Fri, Mar 29, 2024",8:00p,New York Knicks,126.0,San Antonio Spurs,130.0,Box Score,OT,"18,604",Frost Bank Center,
1100,"Fri, Mar 29, 2024",9:00p,Minnesota Timberwolves,111.0,Denver Nuggets,98.0,Box Score,,"19,844",Ball Arena,
1101,"Fri, Mar 29, 2024",9:30p,Houston Rockets,101.0,Utah Jazz,100.0,Box Score,,"18,206",Delta Center,
1102,"Fri, Mar 29, 2024",10:00p,Dallas Mavericks,107.0,Sacramento Kings,103.0,Box Score,,"17,832",Golden 1 Center,
1103,"Sat, Mar 30, 2024",5:00p,Boston Celtics,104.0,New Orleans Pelicans,92.0,Box Score,,"17,932",Smoothie King Center,
1104,"Sat, Mar 30, 2024",7:00p,Memphis Grizzlies,88.0,Orlando Magic,118.0,Box Score,,"18,009",Kia Center,
1105,"Sat, Mar 30, 2024",7:30p,Milwaukee Bucks,122.0,Atlanta Hawks,113.0,Box Score,,"17,7",State Farm Arena,
1106,"Sun, Mar 31, 2024",3:30p,Cleveland Cavaliers,101.0,Denver Nuggets,130.0,Box Score,,"19,621",Ball Arena,
1107,"Sun, Mar 31, 2024",6:00p,Los Angeles Lakers,116.0,Brooklyn Nets,104.0,Box Score,,"18,162",Barclays Center,
1108,"Sun, Mar 31, 2024",6:00p,Los Angeles Clippers,130.0,Charlotte Hornets,118.0,Box Score,,"15,941",Spectrum Center,
1109,"Sun, Mar 31, 2024",6:00p,Philadelphia 76ers,135.0,Toronto Raptors,120.0,Box Score,,"19,114",Scotiabank Arena,
1110,"Sun, Mar 31, 2024",6:00p,Miami Heat,119.0,Washington Wizards,107.0,Box Score,,"16,039",Capital One Arena,
1111,"Sun, Mar 31, 2024",7:00p,Dallas Mavericks,125.0,Houston Rockets,107.0,Box Score,,"18,055",Toyota Center,
1112,"Sun, Mar 31, 2024",7:00p,Chicago Bulls,109.0,Minnesota Timberwolves,101.0,Box Score,,"18,024",Target Center,
1113,"Sun, Mar 31, 2024",7:00p,Oklahoma City Thunder,113.0,New York Knicks,112.0,Box Score,,"19,812",Madison Square Garden (IV),
1114,"Sun, Mar 31, 2024",7:00p,Golden State Warriors,117.0,San Antonio Spurs,113.0,Box Score,,"18,718",Frost Bank Center,
1115,"Sun, Mar 31, 2024",9:00p,Utah Jazz,106.0,Sacramento Kings,127.0,Box Score,,"18,332",Golden 1 Center,
1116,"Mon, Apr 1, 2024",7:00p,Boston Celtics,118.0,Charlotte Hornets,104.0,Box Score,,"19,238",Spectrum Center,
1117,"Mon, Apr 1, 2024",7:00p,Memphis Grizzlies,110.0,Detroit Pistons,108.0,Box Score,,"19,999",Little Caesars Arena,
1118,"Mon, Apr 1, 2024",7:00p,Brooklyn Nets,111.0,Indiana Pacers,133.0,Box Score,,"16,522",Gainbridge Fieldhouse,
1119,"Mon, Apr 1, 2024",7:00p,Portland Trail Blazers,103.0,Orlando Magic,104.0,Box Score,,"19,004",Kia Center,
1120,"Mon, Apr 1, 2024",8:00p,Atlanta Hawks,113.0,Chicago Bulls,101.0,Box Score,,"21,114",United Center,
1121,"Mon, Apr 1, 2024",8:00p,Phoenix Suns,124.0,New Orleans Pelicans,111.0,Box Score,,"17,753",Smoothie King Center,
1122,"Tue, Apr 2, 2024",7:00p,Los Angeles Lakers,128.0,Toronto Raptors,111.0,Box Score,,"19,8",Scotiabank Arena,
1123,"Tue, Apr 2, 2024",7:00p,Milwaukee Bucks,113.0,Washington Wizards,117.0,Box Score,,"16,492",Capital One Arena,
1124,"Tue, Apr 2, 2024",7:30p,New York Knicks,99.0,Miami Heat,109.0,Box Score,,"19,857",Kaseya Center,
1125,"Tue, Apr 2, 2024",7:30p,Oklahoma City Thunder,105.0,Philadelphia 76ers,109.0,Box Score,,"20,733",Wells Fargo Center,
1126,"Tue, Apr 2, 2024",8:00p,Houston Rockets,106.0,Minnesota Timberwolves,113.0,Box Score,,"18,024",Target Center,
1127,"Tue, Apr 2, 2024",9:00p,San Antonio Spurs,105.0,Denver Nuggets,110.0,Box Score,,"19,741",Ball Arena,
1128,"Tue, Apr 2, 2024",9:00p,Cleveland Cavaliers,129.0,Utah Jazz,113.0,Box Score,,"18,206",Delta Center,
1129,"Tue, Apr 2, 2024",10:00p,Dallas Mavericks,100.0,Golden State Warriors,104.0,Box Score,,"18,064",Chase Center,
1130,"Tue, Apr 2, 2024",10:00p,Los Angeles Clippers,95.0,Sacramento Kings,109.0,Box Score,,"17,832",Golden 1 Center,
1131,"Wed, Apr 3, 2024",7:00p,Portland Trail Blazers,89.0,Charlotte Hornets,86.0,Box Score,,"14,209",Spectrum Center,
1132,"Wed, Apr 3, 2024",7:00p,Los Angeles Lakers,125.0,Washington Wizards,120.0,Box Score,,"20,333",Capital One Arena,
1133,"Wed, Apr 3, 2024",7:30p,Detroit Pistons,113.0,Atlanta Hawks,121.0,Box Score,,"17,899",State Farm Arena,
1134,"Wed, Apr 3, 2024",7:30p,Oklahoma City Thunder,100.0,Boston Celtics,135.0,Box Score,,"19,156",TD Garden,
1135,"Wed, Apr 3, 2024",7:30p,Indiana Pacers,111.0,Brooklyn Nets,115.0,Box Score,,"17,732",Barclays Center,
1136,"Wed, Apr 3, 2024",8:00p,Memphis Grizzlies,111.0,Milwaukee Bucks,101.0,Box Score,,"17,42",Fiserv Forum,
1137,"Wed, Apr 3, 2024",8:00p,Toronto Raptors,85.0,Minnesota Timberwolves,133.0,Box Score,,"18,024",Target Center,
1138,"Wed, Apr 3, 2024",8:00p,Orlando Magic,117.0,New Orleans Pelicans,108.0,Box Score,,"16,427",Smoothie King Center,
1139,"Wed, Apr 3, 2024",10:00p,Cleveland Cavaliers,101.0,Phoenix Suns,122.0,Box Score,,"17,071",Footprint Center,
1140,"Thu, Apr 4, 2024",7:30p,Atlanta Hawks,95.0,Dallas Mavericks,109.0,Box Score,,"20,211",American Airlines Center,
1141,"Thu, Apr 4, 2024",7:30p,Philadelphia 76ers,109.0,Miami Heat,105.0,Box Score,,"19,719",Kaseya Center,
1142,"Thu, Apr 4, 2024",7:30p,Sacramento Kings,109.0,New York Knicks,120.0,Box Score,,"19,812",Madison Square Garden (IV),
1143,"Thu, Apr 4, 2024",8:00p,Golden State Warriors,133.0,Houston Rockets,110.0,Box Score,,"18,055",Toyota Center,
1144,"Thu, Apr 4, 2024",10:00p,Denver Nuggets,100.0,Los Angeles Clippers,102.0,Box Score,,"19,37",Crypto.com Arena,
1145,"Fri, Apr 5, 2024",7:00p,Orlando Magic,115.0,Charlotte Hornets,124.0,Box Score,,"16,374",Spectrum Center,
1146,"Fri, Apr 5, 2024",7:00p,Oklahoma City Thunder,112.0,Indiana Pacers,126.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1147,"Fri, Apr 5, 2024",7:00p,Portland Trail Blazers,108.0,Washington Wizards,102.0,Box Score,,"18,079",Capital One Arena,
1148,"Fri, Apr 5, 2024",7:30p,Sacramento Kings,100.0,Boston Celtics,101.0,Box Score,,"19,156",TD Garden,
1149,"Fri, Apr 5, 2024",8:00p,New York Knicks,100.0,Chicago Bulls,108.0,Box Score,,"21,599",United Center,
1150,"Fri, Apr 5, 2024",8:00p,Miami Heat,119.0,Houston Rockets,104.0,Box Score,,"18,055",Toyota Center,
1151,"Fri, Apr 5, 2024",8:00p,Detroit Pistons,90.0,Memphis Grizzlies,108.0,Box Score,,"16,745",FedEx Forum,
1152,"Fri, Apr 5, 2024",8:00p,Toronto Raptors,117.0,Milwaukee Bucks,111.0,Box Score,,"17,75",Fiserv Forum,
1153,"Fri, Apr 5, 2024",8:00p,San Antonio Spurs,111.0,New Orleans Pelicans,109.0,Box Score,,"17,422",Smoothie King Center,
1154,"Fri, Apr 5, 2024",8:30p,Golden State Warriors,106.0,Dallas Mavericks,108.0,Box Score,,"20,425",American Airlines Center,
1155,"Fri, Apr 5, 2024",10:00p,Minnesota Timberwolves,87.0,Phoenix Suns,97.0,Box Score,,"17,071",Footprint Center,
1156,"Fri, Apr 5, 2024",10:30p,Utah Jazz,102.0,Los Angeles Clippers,131.0,Box Score,,"19,37",Crypto.com Arena,
1157,"Sat, Apr 6, 2024",3:30p,Cleveland Cavaliers,97.0,Los Angeles Lakers,116.0,Box Score,,"18,997",Crypto.com Arena,
1158,"Sat, Apr 6, 2024",7:00p,Detroit Pistons,103.0,Brooklyn Nets,113.0,Box Score,,"17,732",Barclays Center,
1159,"Sat, Apr 6, 2024",8:00p,Philadelphia 76ers,116.0,Memphis Grizzlies,96.0,Box Score,,"17,794",FedEx Forum,
1160,"Sat, Apr 6, 2024",9:00p,Atlanta Hawks,110.0,Denver Nuggets,142.0,Box Score,,"19,639",Ball Arena,
1161,"Sun, Apr 7, 2024",3:30p,Houston Rockets,136.0,Dallas Mavericks,147.0,Box Score,OT,"20,317",American Airlines Center,
1162,"Sun, Apr 7, 2024",3:30p,Cleveland Cavaliers,118.0,Los Angeles Clippers,120.0,Box Score,,"19,37",Crypto.com Arena,
1163,"Sun, Apr 7, 2024",5:00p,Miami Heat,115.0,Indiana Pacers,117.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1164,"Sun, Apr 7, 2024",6:00p,Portland Trail Blazers,107.0,Boston Celtics,124.0,Box Score,,"19,156",TD Garden,
1165,"Sun, Apr 7, 2024",6:00p,Oklahoma City Thunder,121.0,Charlotte Hornets,118.0,Box Score,,"16,556",Spectrum Center,
1166,"Sun, Apr 7, 2024",6:00p,Chicago Bulls,98.0,Orlando Magic,113.0,Box Score,,"19,276",Kia Center,
1167,"Sun, Apr 7, 2024",6:00p,New Orleans Pelicans,113.0,Phoenix Suns,105.0,Box Score,,"17,071",Footprint Center,
1168,"Sun, Apr 7, 2024",6:00p,Washington Wizards,122.0,Toronto Raptors,130.0,Box Score,,"19,502",Scotiabank Arena,
1169,"Sun, Apr 7, 2024",7:00p,New York Knicks,122.0,Milwaukee Bucks,109.0,Box Score,,"17,536",Fiserv Forum,
1170,"Sun, Apr 7, 2024",7:00p,Philadelphia 76ers,133.0,San Antonio Spurs,126.0,Box Score,2OT,"18,046",Frost Bank Center,
1171,"Sun, Apr 7, 2024",7:30p,Sacramento Kings,107.0,Brooklyn Nets,77.0,Box Score,,"17,732",Barclays Center,
1172,"Sun, Apr 7, 2024",8:30p,Utah Jazz,110.0,Golden State Warriors,118.0,Box Score,,"18,064",Chase Center,
1173,"Sun, Apr 7, 2024",10:00p,Minnesota Timberwolves,127.0,Los Angeles Lakers,117.0,Box Score,,"18,997",Crypto.com Arena,
1174,"Tue, Apr 9, 2024",7:00p,Dallas Mavericks,130.0,Charlotte Hornets,104.0,Box Score,,"17,425",Spectrum Center,
1175,"Tue, Apr 9, 2024",7:00p,Detroit Pistons,102.0,Philadelphia 76ers,120.0,Box Score,,"19,796",Wells Fargo Center,
1176,"Tue, Apr 9, 2024",7:00p,Indiana Pacers,140.0,Toronto Raptors,123.0,Box Score,,"19,325",Scotiabank Arena,
1177,"Tue, Apr 9, 2024",7:30p,Miami Heat,117.0,Atlanta Hawks,111.0,Box Score,2OT,"17,049",State Farm Arena,
1178,"Tue, Apr 9, 2024",7:30p,Boston Celtics,91.0,Milwaukee Bucks,104.0,Box Score,,"17,493",Fiserv Forum,
1179,"Tue, Apr 9, 2024",8:00p,New York Knicks,128.0,Chicago Bulls,117.0,Box Score,,"21,648",United Center,
1180,"Tue, Apr 9, 2024",8:00p,Orlando Magic,106.0,Houston Rockets,118.0,Box Score,,"18,055",Toyota Center,
1181,"Tue, Apr 9, 2024",8:00p,San Antonio Spurs,102.0,Memphis Grizzlies,87.0,Box Score,,"16,108",FedEx Forum,
1182,"Tue, Apr 9, 2024",8:00p,Washington Wizards,121.0,Minnesota Timberwolves,130.0,Box Score,,"18,024",Target Center,
1183,"Tue, Apr 9, 2024",8:00p,Sacramento Kings,105.0,Oklahoma City Thunder,112.0,Box Score,,"17,509",Paycom Center,
1184,"Tue, Apr 9, 2024",9:00p,Denver Nuggets,111.0,Utah Jazz,95.0,Box Score,,"18,206",Delta Center,
1185,"Tue, Apr 9, 2024",10:00p,Golden State Warriors,134.0,Los Angeles Lakers,120.0,Box Score,,"18,997",Crypto.com Arena,
1186,"Tue, Apr 9, 2024",10:00p,Los Angeles Clippers,105.0,Phoenix Suns,92.0,Box Score,,"17,071",Footprint Center,
1187,"Tue, Apr 9, 2024",10:00p,New Orleans Pelicans,110.0,Portland Trail Blazers,100.0,Box Score,,"18,341",Moda Center,
1188,"Wed, Apr 10, 2024",7:00p,Memphis Grizzlies,98.0,Cleveland Cavaliers,110.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1189,"Wed, Apr 10, 2024",7:30p,Charlotte Hornets,115.0,Atlanta Hawks,114.0,Box Score,,"16,158",State Farm Arena,
1190,"Wed, Apr 10, 2024",7:30p,Toronto Raptors,102.0,Brooklyn Nets,106.0,Box Score,,"17,732",Barclays Center,
1191,"Wed, Apr 10, 2024",7:30p,Dallas Mavericks,111.0,Miami Heat,92.0,Box Score,,"19,66",Kaseya Center,
1192,"Wed, Apr 10, 2024",8:00p,Orlando Magic,99.0,Milwaukee Bucks,117.0,Box Score,,"17,563",Fiserv Forum,
1193,"Wed, Apr 10, 2024",8:00p,San Antonio Spurs,89.0,Oklahoma City Thunder,127.0,Box Score,,"17,229",Paycom Center,
1194,"Wed, Apr 10, 2024",10:00p,Minnesota Timberwolves,107.0,Denver Nuggets,116.0,Box Score,,"19,845",Ball Arena,
1195,"Wed, Apr 10, 2024",10:30p,Phoenix Suns,124.0,Los Angeles Clippers,108.0,Box Score,,"19,37",Crypto.com Arena,
1196,"Thu, Apr 11, 2024",7:00p,Chicago Bulls,127.0,Detroit Pistons,105.0,Box Score,,"20,013",Little Caesars Arena,
1197,"Thu, Apr 11, 2024",7:30p,New York Knicks,118.0,Boston Celtics,109.0,Box Score,,"19,156",TD Garden,
1198,"Thu, Apr 11, 2024",9:00p,Houston Rockets,121.0,Utah Jazz,124.0,Box Score,,"18,206",Delta Center,
1199,"Thu, Apr 11, 2024",10:00p,Golden State Warriors,100.0,Portland Trail Blazers,92.0,Box Score,,"19,335",Moda Center,
1200,"Thu, Apr 11, 2024",10:00p,New Orleans Pelicans,135.0,Sacramento Kings,123.0,Box Score,,"17,832",Golden 1 Center,
1201,"Fri, Apr 12, 2024",7:00p,Orlando Magic,113.0,Philadelphia 76ers,125.0,Box Score,,"20,149",Wells Fargo Center,
1202,"Fri, Apr 12, 2024",7:00p,Chicago Bulls,129.0,Washington Wizards,127.0,Box Score,,"20,333",Capital One Arena,
1203,"Fri, Apr 12, 2024",7:30p,Charlotte Hornets,98.0,Boston Celtics,131.0,Box Score,,"19,156",TD Garden,
1204,"Fri, Apr 12, 2024",7:30p,Indiana Pacers,120.0,Cleveland Cavaliers,129.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1205,"Fri, Apr 12, 2024",7:30p,Brooklyn Nets,107.0,New York Knicks,111.0,Box Score,,"19,812",Madison Square Garden (IV),
1206,"Fri, Apr 12, 2024",8:00p,Los Angeles Lakers,123.0,Memphis Grizzlies,120.0,Box Score,,"17,794",FedEx Forum,
1207,"Fri, Apr 12, 2024",8:00p,Toronto Raptors,103.0,Miami Heat,125.0,Box Score,,"19,6",Kaseya Center,
1208,"Fri, Apr 12, 2024",8:00p,Atlanta Hawks,106.0,Minnesota Timberwolves,109.0,Box Score,,"18,024",Target Center,
1209,"Fri, Apr 12, 2024",8:00p,Milwaukee Bucks,107.0,Oklahoma City Thunder,125.0,Box Score,,"18,203",Paycom Center,
1210,"Fri, Apr 12, 2024",8:00p,Denver Nuggets,120.0,San Antonio Spurs,121.0,Box Score,,"18,665",Frost Bank Center,
1211,"Fri, Apr 12, 2024",8:30p,Detroit Pistons,107.0,Dallas Mavericks,89.0,Box Score,,"20,274",American Airlines Center,
1212,"Fri, Apr 12, 2024",10:00p,New Orleans Pelicans,114.0,Golden State Warriors,109.0,Box Score,,"18,064",Chase Center,
1213,"Fri, Apr 12, 2024",10:00p,Houston Rockets,116.0,Portland Trail Blazers,107.0,Box Score,,"18,63",Moda Center,
1214,"Fri, Apr 12, 2024",10:30p,Utah Jazz,110.0,Los Angeles Clippers,109.0,Box Score,,"19,37",Crypto.com Arena,
1215,"Fri, Apr 12, 2024",10:30p,Phoenix Suns,108.0,Sacramento Kings,107.0,Box Score,,"17,832",Golden 1 Center,
1216,"Sun, Apr 14, 2024",1:00p,Washington Wizards,122.0,Boston Celtics,132.0,Box Score,,"19,156",TD Garden,
1217,"Sun, Apr 14, 2024",1:00p,Charlotte Hornets,120.0,Cleveland Cavaliers,110.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1218,"Sun, Apr 14, 2024",1:00p,Atlanta Hawks,115.0,Indiana Pacers,157.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1219,"Sun, Apr 14, 2024",1:00p,Toronto Raptors,103.0,Miami Heat,118.0,Box Score,,"19,6",Kaseya Center,
1220,"Sun, Apr 14, 2024",1:00p,Chicago Bulls,119.0,New York Knicks,120.0,Box Score,OT,"19,812",Madison Square Garden (IV),
1221,"Sun, Apr 14, 2024",1:00p,Milwaukee Bucks,88.0,Orlando Magic,113.0,Box Score,,"18,846",Kia Center,
1222,"Sun, Apr 14, 2024",1:00p,Brooklyn Nets,86.0,Philadelphia 76ers,107.0,Box Score,,"20,246",Wells Fargo Center,
1223,"Sun, Apr 14, 2024",3:30p,Utah Jazz,116.0,Golden State Warriors,123.0,Box Score,,"18,064",Chase Center,
1224,"Sun, Apr 14, 2024",3:30p,Houston Rockets,116.0,Los Angeles Clippers,105.0,Box Score,,"19,37",Crypto.com Arena,
1225,"Sun, Apr 14, 2024",3:30p,Denver Nuggets,126.0,Memphis Grizzlies,111.0,Box Score,,"17,544",FedEx Forum,
1226,"Sun, Apr 14, 2024",3:30p,Phoenix Suns,125.0,Minnesota Timberwolves,106.0,Box Score,,"18,024",Target Center,
1227,"Sun, Apr 14, 2024",3:30p,Los Angeles Lakers,124.0,New Orleans Pelicans,108.0,Box Score,,"18,633",Smoothie King Center,
1228,"Sun, Apr 14, 2024",3:30p,Dallas Mavericks,86.0,Oklahoma City Thunder,135.0,Box Score,,"18,203",Paycom Center,
1229,"Sun, Apr 14, 2024",3:30p,Portland Trail Blazers,82.0,Sacramento Kings,121.0,Box Score,,"18,037",Golden 1 Center,
1230,"Sun, Apr 14, 2024",3:30p,Detroit Pistons,95.0,San Antonio Spurs,123.0,Box Score,,"18,516",Frost Bank Center,
1231,"Tue, Apr 16, 2024",7:30p,Los Angeles Lakers,110.0,New Orleans Pelicans,106.0,Box Score,,"18,591",Smoothie King Center,Play-In Game
1232,"Tue, Apr 16, 2024",10:00p,Golden State Warriors,94.0,Sacramento Kings,118.0,Box Score,,"18,304",Golden 1 Center,Play-In Game
1233,"Wed, Apr 17, 2024",7:00p,Miami Heat,104.0,Philadelphia 76ers,105.0,Box Score,,"19,788",Wells Fargo Center,Play-In Game
1234,"Wed, Apr 17, 2024",9:30p,Atlanta Hawks,116.0,Chicago Bulls,131.0,Box Score,,"21,627",United Center,Play-In Game
1235,"Fri, Apr 19, 2024",7:00p,Chicago Bulls,91.0,Miami Heat,112.0,Box Score,,"19,6",Kaseya Center,Play-In Game
1236,"Fri, Apr 19, 2024",9:30p,Sacramento Kings,98.0,New Orleans Pelicans,105.0,Box Score,,"18,656",Smoothie King Center,Play-In Game
1237,"Sat, Apr 20, 2024",1:00p,Orlando Magic,83.0,Cleveland Cavaliers,97.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1238,"Sat, Apr 20, 2024",3:30p,Phoenix Suns,95.0,Minnesota Timberwolves,120.0,Box Score,,"19,478",Target Center,
1239,"Sat, Apr 20, 2024",6:00p,Philadelphia 76ers,104.0,New York Knicks,111.0,Box Score,,"19,812",Madison Square Garden (IV),
1240,"Sat, Apr 20, 2024",8:30p,Los Angeles Lakers,103.0,Denver Nuggets,114.0,Box Score,,"19,731",Ball Arena,
1241,"Sun, Apr 21, 2024",1:00p,Miami Heat,94.0,Boston Celtics,114.0,Box Score,,"19,156",TD Garden,
1242,"Sun, Apr 21, 2024",3:30p,Dallas Mavericks,97.0,Los Angeles Clippers,109.0,Box Score,,"19,37",Crypto.com Arena,
1243,"Sun, Apr 21, 2024",7:00p,Indiana Pacers,94.0,Milwaukee Bucks,109.0,Box Score,,"17,341",Fiserv Forum,
1244,"Sun, Apr 21, 2024",9:30p,New Orleans Pelicans,92.0,Oklahoma City Thunder,94.0,Box Score,,"18,203",Paycom Center,
1245,"Mon, Apr 22, 2024",7:00p,Orlando Magic,86.0,Cleveland Cavaliers,96.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1246,"Mon, Apr 22, 2024",7:30p,Philadelphia 76ers,101.0,New York Knicks,104.0,Box Score,,"19,812",Madison Square Garden (IV),
1247,"Mon, Apr 22, 2024",10:00p,Los Angeles Lakers,99.0,Denver Nuggets,101.0,Box Score,,"19,711",Ball Arena,
1248,"Tue, Apr 23, 2024",7:30p,Phoenix Suns,93.0,Minnesota Timberwolves,105.0,Box Score,,"19,31",Target Center,
1249,"Tue, Apr 23, 2024",8:30p,Indiana Pacers,125.0,Milwaukee Bucks,108.0,Box Score,,"17,683",Fiserv Forum,
1250,"Tue, Apr 23, 2024",10:00p,Dallas Mavericks,96.0,Los Angeles Clippers,93.0,Box Score,,"19,37",Crypto.com Arena,
1251,"Wed, Apr 24, 2024",7:00p,Miami Heat,111.0,Boston Celtics,101.0,Box Score,,"19,156",TD Garden,
1252,"Wed, Apr 24, 2024",9:30p,New Orleans Pelicans,92.0,Oklahoma City Thunder,124.0,Box Score,,"18,203",Paycom Center,
1253,"Thu, Apr 25, 2024",7:00p,Cleveland Cavaliers,83.0,Orlando Magic,121.0,Box Score,,"18,846",Kia Center,
1254,"Thu, Apr 25, 2024",7:30p,New York Knicks,114.0,Philadelphia 76ers,125.0,Box Score,,"21,116",Wells Fargo Center,
1255,"Thu, Apr 25, 2024",10:00p,Denver Nuggets,112.0,Los Angeles Lakers,105.0,Box Score,,"18,997",Crypto.com Arena,
1256,"Fri, Apr 26, 2024",5:30p,Milwaukee Bucks,118.0,Indiana Pacers,121.0,Box Score,OT,"17,274",Gainbridge Fieldhouse,
1257,"Fri, Apr 26, 2024",8:00p,Los Angeles Clippers,90.0,Dallas Mavericks,101.0,Box Score,,"20,402",American Airlines Center,
1258,"Fri, Apr 26, 2024",10:30p,Minnesota Timberwolves,126.0,Phoenix Suns,109.0,Box Score,,"17,071",Footprint Center,
1259,"Sat, Apr 27, 2024",1:00p,Cleveland Cavaliers,89.0,Orlando Magic,112.0,Box Score,,"18,933",Kia Center,
1260,"Sat, Apr 27, 2024",3:30p,Oklahoma City Thunder,106.0,New Orleans Pelicans,85.0,Box Score,,"18,659",Smoothie King Center,
1261,"Sat, Apr 27, 2024",6:00p,Boston Celtics,104.0,Miami Heat,84.0,Box Score,,"20,092",Kaseya Center,
1262,"Sat, Apr 27, 2024",8:30p,Denver Nuggets,108.0,Los Angeles Lakers,119.0,Box Score,,"18,997",Crypto.com Arena,
1263,"Sun, Apr 28, 2024",1:00p,New York Knicks,97.0,Philadelphia 76ers,92.0,Box Score,,"21,048",Wells Fargo Center,
1264,"Sun, Apr 28, 2024",3:30p,Los Angeles Clippers,116.0,Dallas Mavericks,111.0,Box Score,,"20,411",American Airlines Center,
1265,"Sun, Apr 28, 2024",7:00p,Milwaukee Bucks,113.0,Indiana Pacers,126.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1266,"Sun, Apr 28, 2024",9:30p,Minnesota Timberwolves,122.0,Phoenix Suns,116.0,Box Score,,"17,071",Footprint Center,
1267,"Mon, Apr 29, 2024",7:30p,Boston Celtics,102.0,Miami Heat,88.0,Box Score,,"19,6",Kaseya Center,
1268,"Mon, Apr 29, 2024",8:30p,Oklahoma City Thunder,97.0,New Orleans Pelicans,89.0,Box Score,,"18,487",Smoothie King Center,
1269,"Mon, Apr 29, 2024",10:00p,Los Angeles Lakers,106.0,Denver Nuggets,108.0,Box Score,,"19,861",Ball Arena,
1270,"Tue, Apr 30, 2024",7:00p,Philadelphia 76ers,112.0,New York Knicks,106.0,Box Score,OT,"19,812",Madison Square Garden (IV),
1271,"Tue, Apr 30, 2024",8:00p,Orlando Magic,103.0,Cleveland Cavaliers,104.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1272,"Tue, Apr 30, 2024",9:30p,Indiana Pacers,92.0,Milwaukee Bucks,115.0,Box Score,,"17,341",Fiserv Forum,
1273,"Wed, May 1, 2024",7:30p,Miami Heat,84.0,Boston Celtics,118.0,Box Score,,"19,156",TD Garden,
1274,"Wed, May 1, 2024",10:00p,Dallas Mavericks,123.0,Los Angeles Clippers,93.0,Box Score,,"19,37",Crypto.com Arena,
1275,"Thu, May 2, 2024",6:30p,Milwaukee Bucks,98.0,Indiana Pacers,120.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1276,"Thu, May 2, 2024",9:00p,New York Knicks,118.0,Philadelphia 76ers,115.0,Box Score,,"21,093",Wells Fargo Center,
1277,"Fri, May 3, 2024",7:00p,Cleveland Cavaliers,96.0,Orlando Magic,103.0,Box Score,,"19,193",Kia Center,
1278,"Fri, May 3, 2024",9:30p,Los Angeles Clippers,101.0,Dallas Mavericks,114.0,Box Score,,"20,625",American Airlines Center,
1279,"Sat, May 4, 2024",7:00p,Minnesota Timberwolves,106.0,Denver Nuggets,99.0,Box Score,,"19,915",Ball Arena,
1280,"Sun, May 5, 2024",1:00p,Orlando Magic,94.0,Cleveland Cavaliers,106.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1281,"Mon, May 6, 2024",7:30p,Indiana Pacers,117.0,New York Knicks,121.0,Box Score,,"19,812",Madison Square Garden (IV),
